perfume_id	perfume	brand	release_year	concentration	perfumer	accord	audience	season	occasion	top_note	middle_note	base_note	tags	img	link
P_09071	Eternity Aqua	Calvin Klein	2012.0			{'Citrus': '10', 'Synthetic': '17', 'Woody': '9', 'Fruity': '24', 'Fresh': '50', 'Floral': '27', 'Aquatic': '49'}	{'Masculine': '9', 'Feminine': '49', 'Classic': '11', 'Modern': '24'}	{'Fall': '5', 'Summer': '51', 'Spring': '39'}	{'Daily': '45', 'Sport': '40', 'Leisure': '49', 'Business': '37'}	Cucumber, Apple, Apricot, Peony	Magnolia, Gardenia, Jasmine, Tiaré	Cedar, Woody notes, Musk		https://media.parfumo.com/perfume_social/3c/3cdebd-eternity-aqua-calvin-klein_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Calvin_Klein/Eternity_Aqua
P_09072	Beautiful Belle Love	Estee Lauder	2019.0			{'Spicy': '2', 'Sweet': '3', 'Powdery': '4', 'Gourmand': '2', 'Creamy': '1', 'Floral': '4'}	{'Feminine': '5', 'Classic': '2', 'Modern': '4'}	{'Winter': '4', 'Fall': '5', 'Spring': '4'}	{'Daily': '3', 'Leisure': '3', 'Night Out': '5', 'Business': '3', 'Evening': '3'}	Almond, Amber, Bourbon vanilla, French sage, Musk, Orange blossom honey, Patchouli, Turkish rose, Vanilla	Almond, Amber, Bourbon vanilla, French sage, Musk, Orange blossom honey, Patchouli, Turkish rose, Vanilla	Almond, Amber, Bourbon vanilla, French sage, Musk, Orange blossom honey, Patchouli, Turkish rose, Vanilla		https://media.parfumo.com/perfume_social/a8/a89668-beautiful-belle-love-estee-lauder_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Estee_Lauder/beautiful-belle-love
P_09073	Parco Palladiano V: Lauro	Bottega Veneta	2016.0		Daniela Andrier	{'Spicy': '47', 'Woody': '46', 'Green': '42', 'Fresh': '30'}	{'Masculine': '54', 'Feminine': '17', 'Classic': '28', 'Modern': '20'}	{'Winter': '18', 'Fall': '38', 'Summer': '34', 'Spring': '45'}	{'Daily': '46', 'Sport': '12', 'Leisure': '49', 'Night Out': '25', 'Business': '42', 'Evening': '22'}	Laurel, Woody notes, Rosemary, Sage	Laurel, Woody notes, Rosemary, Sage	Laurel, Woody notes, Rosemary, Sage		https://media.parfumo.com/perfume_social/31/31f6d6-parco-palladiano-v-lauro-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/Parco_Palladiano_V_Lauro
P_09074	Flash	Jimmy Choo	2013.0		Christine Nagel	{'Spicy': '19', 'Synthetic': '17', 'Sweet': '28', 'Powdery': '13', 'Woody': '12', 'Fruity': '24', 'Fresh': '20', 'Floral': '35'}	{'Feminine': '43', 'Classic': '11', 'Modern': '20'}	{'Winter': '18', 'Fall': '29', 'Summer': '32', 'Spring': '41'}	{'Daily': '35', 'Leisure': '28', 'Night Out': '23', 'Business': '25', 'Evening': '20'}	Pink pepper, Strawberry	Lily, Tuberose, Jasmine	White woods, Heliotrope		https://media.parfumo.com/perfume_social/3d/3d178b-flash-jimmy-choo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Jimmy_Choo/Flash
P_09076	Parco Palladiano IV: Azalea	Bottega Veneta	2016.0		Alexis Dadier	{'Spicy': '22', 'Sweet': '32', 'Powdery': '14', 'Woody': '11', 'Gourmand': '9', 'Fresh': '11', 'Creamy': '44', 'Floral': '46'}	{'Masculine': '11', 'Feminine': '60', 'Classic': '24', 'Modern': '27'}	{'Winter': '19', 'Fall': '44', 'Summer': '34', 'Spring': '49'}	{'Daily': '49', 'Leisure': '53', 'Night Out': '32', 'Business': '45', 'Evening': '37'}	Azalea, Vanilla absolute, Chestnut	Azalea, Vanilla absolute, Chestnut	Azalea, Vanilla absolute, Chestnut		https://media.parfumo.com/perfume_social/39/394d8d-parco-palladiano-iv-azalea-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/Parco_Palladiano_IV_Azalea
P_09078	Blossom	Jimmy Choo	2015.0		Louise Turner	{'Citrus': '12', 'Synthetic': '12', 'Sweet': '34', 'Fruity': '37', 'Fresh': '19', 'Floral': '27'}	{'Feminine': '39', 'Classic': '4', 'Modern': '28'}	{'Winter': '7', 'Fall': '11', 'Summer': '32', 'Spring': '40'}	{'Daily': '33', 'Sport': '9', 'Leisure': '34', 'Night Out': '14', 'Business': '18', 'Evening': '9'}	Red berries, Citrus fruits	Rose, Sweet pea	White musk, Sandalwood		https://media.parfumo.com/perfume_social/b5/b5a0ae-blossom-jimmy-choo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Jimmy_Choo/Blossom
P_09079	Crave	Calvin Klein	2002.0		Yves Cassar,Pascal Gaurin,Jean-Marc Chaillan	{'Citrus': '12', 'Spicy': '11', 'Synthetic': '11', 'Sweet': '4', 'Woody': '5', 'Green': '7', 'Fruity': '10', 'Fresh': '17', 'Aquatic': '8'}	{'Masculine': '20', 'Feminine': '4', 'Classic': '2', 'Modern': '14'}	{'Winter': '2', 'Fall': '6', 'Summer': '19', 'Spring': '16'}	{'Daily': '19', 'Sport': '13', 'Leisure': '20', 'Night Out': '6', 'Business': '12', 'Evening': '4'}	Bergamot, Starfish	Basil, Coriander, Pimento	Birch, Musk, Nutmeg, Oakmoss, Sandalwood, Tonka bean, Vetiver		https://media.parfumo.com/perfume_social/53/530f9b-crave-calvin-klein_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Calvin_Klein/Crave
P_09080	Parco Palladiano II: Cipresso	Bottega Veneta	2016.0		Alexis Dadier	{'Citrus': '24', 'Spicy': '43', 'Woody': '40', 'Green': '56', 'Fresh': '47'}	{'Masculine': '59', 'Feminine': '32', 'Classic': '24', 'Modern': '20'}	{'Winter': '9', 'Fall': '33', 'Summer': '50', 'Spring': '52'}	{'Daily': '49', 'Sport': '17', 'Leisure': '55', 'Night Out': '16', 'Business': '48', 'Evening': '19'}	Cypress leaf, Pink pepper, Juniper berry, Salt	Cypress leaf, Pink pepper, Juniper berry, Salt	Cypress leaf, Pink pepper, Juniper berry, Salt		https://media.parfumo.com/perfume_social/e6/e62e7e-parco-palladiano-ii-cipresso-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/Parco_Palladiano_II_Cipresso
P_09081	Estēe	Estee Lauder	1968.0	Super Perfume	Betty Busse,Bernard Chant	{'Chypre': '1', 'Floral': '2'}	{'Feminine': '2', 'Classic': '1'}	{'Winter': '1', 'Fall': '1', 'Summer': '2', 'Spring': '2'}	{'Daily': '2', 'Leisure': '1', 'Night Out': '2', 'Business': '2', 'Evening': '2'}	Aldehydes, Citrus fruits, Peach, Raspberry	Ylang-ylang, Carnation, Honey, Iris, Jasmine, Rose, Lily of the valley	Cedarwood, Moss, Musk, Sandalwood, Styrax		https://media.parfumo.com/perfume_social/05/058ae8-estee-1968-super-perfume-estee-lauder_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Estee_Lauder/Este_1968_Super_Perfume
P_09082	Vanilla Love	Jimmy Choo	2020.0		Michel Almairac,Robertet	{'Spicy': '25', 'Sweet': '37', 'Powdery': '6', 'Woody': '7', 'Gourmand': '30', 'Fruity': '10', 'Creamy': '18'}	{'Masculine': '7', 'Feminine': '36', 'Classic': '9', 'Modern': '15'}	{'Winter': '32', 'Fall': '34', 'Summer': '6', 'Spring': '18'}	{'Daily': '16', 'Leisure': '25', 'Night Out': '25', 'Business': '15', 'Evening': '27'}	Apple, Myrrh, Black pepper	Vanilla, Patchouli, Tonka bean	Amber, Saffron, Toffee		https://media.parfumo.com/perfume_social/fa/faaeaf-seduction-collection-vanilla-love-jimmy-choo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Jimmy_Choo/vanilla-love
P_09083	CK One Summer 2019	Calvin Klein	2019.0		Carlos Viñals,Symrise	{'Citrus': '14', 'Spicy': '7', 'Synthetic': '16', 'Sweet': '5', 'Woody': '7', 'Fruity': '7', 'Fresh': '23', 'Aquatic': '20'}	{'Masculine': '25', 'Feminine': '20', 'Classic': '5', 'Modern': '17'}	{'Fall': '4', 'Summer': '26', 'Spring': '22'}	{'Daily': '21', 'Sport': '21', 'Leisure': '26', 'Business': '14'}	Italian bergamot, Quince, Tangerine, Water lily	Aquatic notes, Matcha, Coriander, Juniper berry	Driftwood, Amber, Musk		https://media.parfumo.com/perfume_social/07/0708c8-ck-one-summer-2019-calvin-klein_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Calvin_Klein/CK_One_Summer_2019
P_09084	Bottega Veneta Eau Sensuelle	Bottega Veneta	2016.0		Michel Almairac,Mylène Alran	{'Spicy': '15', 'Sweet': '13', 'Powdery': '34', 'Leathery': '39', 'Fruity': '18', 'Fresh': '13', 'Floral': '46'}	{'Feminine': '48', 'Classic': '14', 'Modern': '21'}	{'Winter': '14', 'Fall': '38', 'Summer': '29', 'Spring': '43'}	{'Daily': '39', 'Leisure': '36', 'Night Out': '20', 'Business': '38', 'Evening': '25'}	White peach, Calabrian bergamot	Jasmine sambac, Pink pepper, Gardenia	Leather		https://media.parfumo.com/perfume_social/46/469336-bottega-veneta-eau-sensuelle-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/Bottega_Veneta_Eau_Sensuelle
P_09085	Estēe Legacy	Estee Lauder	2024.0		Carlos Benaïm	{'Spicy': '3', 'Synthetic': '1', 'Sweet': '1', 'Green': '1', 'Fresh': '1', 'Earthy': '1', 'Creamy': '2', 'Chypre': '1', 'Floral': '4', 'Animal': '1'}	{'Masculine': '3', 'Feminine': '4', 'Classic': '3', 'Modern': '2'}	{'Winter': '3', 'Fall': '2', 'Spring': '3'}	{'Daily': '3', 'Leisure': '3', 'Night Out': '2', 'Business': '3', 'Evening': '2'}	Jasmine, Clove, Rose	Ylang-ylang	Musk, Amber, Honey, Sandalwood		https://media.parfumo.com/perfume_social/4c/4cda37-estee-legacy-estee-lauder_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Estee_Lauder/estee-legacy
P_09086	I Want Choo Forever	Jimmy Choo	2022.0		Sonia Constant,Louise Turner	{'Spicy': '14', 'Synthetic': '11', 'Sweet': '30', 'Gourmand': '6', 'Fruity': '24', 'Creamy': '10', 'Floral': '27'}	{'Masculine': '3', 'Feminine': '31', 'Classic': '8', 'Modern': '11'}	{'Winter': '23', 'Fall': '27', 'Summer': '6', 'Spring': '17'}	{'Daily': '15', 'Leisure': '21', 'Night Out': '22', 'Business': '11', 'Evening': '29'}	Bitter almond, Rose, Pink pepper	Black cherry liquour, Jasmine sambac, Vetiver	Vanilla, Tonka bean, Moss		https://media.parfumo.com/perfume_social/76/76db19-i-want-choo-forever-jimmy-choo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Jimmy_Choo/i-want-choo-forever
P_09087	Parco Palladiano XV: Salvia Blu	Bottega Veneta	2018.0		Quentin Bisch	{'Spicy': '18', 'Synthetic': '11', 'Sweet': '15', 'Green': '23', 'Fruity': '10', 'Fresh': '40', 'Floral': '45'}	{'Masculine': '27', 'Feminine': '46', 'Classic': '18', 'Modern': '19'}	{'Winter': '9', 'Fall': '27', 'Summer': '38', 'Spring': '40'}	{'Daily': '37', 'Sport': '13', 'Leisure': '43', 'Night Out': '18', 'Business': '37', 'Evening': '21'}	Lavender, Sage, Apple, Pear	Rose, Green notes, Magnolia, Freesia	Musk, ISO-E-Super, Violet		https://media.parfumo.com/perfume_social/bd/bdce81-parco-palladiano-xv-salvia-blu-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/Parco_Palladiano_XV_Salvia_Blu
P_09088	CK One Summer 2020	Calvin Klein	2020.0		Laurent Le Guernec	{'Citrus': '22', 'Spicy': '8', 'Synthetic': '5', 'Woody': '8', 'Green': '7', 'Fruity': '9', 'Fresh': '24', 'Aquatic': '13'}	{'Masculine': '28', 'Feminine': '18', 'Classic': '3', 'Modern': '19'}	{'Summer': '26', 'Spring': '19'}	{'Daily': '21', 'Sport': '14', 'Leisure': '25', 'Night Out': '4', 'Business': '15'}	Ginger, Mandarin orange, Sea salt	Dune grass, Sage	Sandalwood, Amber, Benzoin		https://media.parfumo.com/perfume_social/73/737e63-ck-one-summer-2020-calvin-klein_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Calvin_Klein/ck-one-summer-2020
P_09089	Beautiful Magnolia L'Eau	Estee Lauder	2023.0			{'Green': '1', 'Fresh': '1', 'Floral': '1', 'Aquatic': '1'}	{'Masculine': '1', 'Feminine': '1', 'Classic': '1', 'Modern': '1'}	{'Summer': '1', 'Spring': '1'}	{'Daily': '1', 'Sport': '1', 'Leisure': '1', 'Business': '1', 'Evening': '1'}	Water mint, Lavender, Lotus	Magnolia, Rose	Musk, Amber, Cedarwood		https://media.parfumo.com/perfume_social/d3/d310a0-beautiful-magnolia-l-eau-estee-lauder_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Estee_Lauder/beautiful-magnolia-l-eau
P_09090	Jimmy Choo	Jimmy Choo	2012.0	Eau de Toilette	Olivier Polge	{'Citrus': '10', 'Synthetic': '13', 'Sweet': '21', 'Powdery': '10', 'Woody': '11', 'Green': '10', 'Fruity': '31', 'Fresh': '28', 'Floral': '35'}	{'Feminine': '37', 'Classic': '9', 'Modern': '24'}	{'Winter': '8', 'Fall': '18', 'Summer': '34', 'Spring': '36'}	{'Daily': '33', 'Sport': '10', 'Leisure': '31', 'Night Out': '10', 'Business': '29', 'Evening': '11'}	Pear, Green notes, Ginger	Tea rose, Orchid	Cedar, Woods		https://media.parfumo.com/perfume_social/f4/f4df3b-jimmy-choo-eau-de-toilette-jimmy-choo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Jimmy_Choo/Jimmy_Choo_Eau_de_Toilette
P_09091	Illusione Bois Nu	Bottega Veneta	2021.0		Antoine Maisondieu	{'Citrus': '17', 'Spicy': '10', 'Synthetic': '12', 'Sweet': '13', 'Powdery': '7', 'Woody': '22', 'Green': '11', 'Fresh': '25', 'Creamy': '14', 'Floral': '16', 'Aquatic': '7'}	{'Masculine': '30', 'Feminine': '11', 'Classic': '8', 'Modern': '15'}	{'Winter': '8', 'Fall': '21', 'Summer': '22', 'Spring': '24'}	{'Daily': '26', 'Sport': '6', 'Leisure': '26', 'Night Out': '17', 'Business': '26', 'Evening': '17'}	Bitter orange, Lemon, Bergamot	Clary sage, Tiaré, Patchouli	Akigalawood®, Tonka bean, Vanilla		https://media.parfumo.com/perfume_social/3d/3d4d45-illusione-bois-nu-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/illusione-bois-nu
P_09092	CK One Summer 2016	Calvin Klein	2016.0		Pierre Negrin	{'Citrus': '25', 'Spicy': '7', 'Synthetic': '12', 'Sweet': '11', 'Green': '19', 'Fruity': '18', 'Fresh': '29', 'Aquatic': '14'}	{'Masculine': '28', 'Feminine': '16', 'Classic': '6', 'Modern': '25'}	{'Summer': '32', 'Spring': '20'}	{'Daily': '25', 'Sport': '17', 'Leisure': '31', 'Night Out': '4', 'Business': '12'}	Mojito, Green apple, Green ginger	Guava, Juniper, Tiaré	Coconut milk, Cedarwood, Tree moss		https://media.parfumo.com/perfume_social/3e/3e08ed-ck-one-summer-2016-calvin-klein_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Calvin_Klein/CK_One_Summer_2016
P_09094	Jimmy Choo Floral	Jimmy Choo	2019.0		Louise Turner	{'Citrus': '13', 'Sweet': '11', 'Woody': '9', 'Green': '10', 'Fruity': '30', 'Fresh': '27', 'Floral': '24'}	{'Masculine': '3', 'Feminine': '32', 'Classic': '8', 'Modern': '16'}	{'Winter': '4', 'Fall': '5', 'Summer': '27', 'Spring': '29'}	{'Daily': '29', 'Sport': '10', 'Leisure': '25', 'Night Out': '9', 'Business': '22', 'Evening': '5'}	Nectarine, Mandarin orange, Bergamot	Apricot blossom, Magnolia, Sweet pea	Musk, Ambroxan, Precious woods		https://media.parfumo.com/perfume_social/55/5588b6-jimmy-choo-floral-jimmy-choo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Jimmy_Choo/Jimmy_Choo_Floral
P_09095	Parco Palladiano XIV: Melagrana	Bottega Veneta	2018.0		Sidonie Lancesseur	{'Citrus': '22', 'Sweet': '8', 'Woody': '26', 'Green': '23', 'Fruity': '50', 'Fresh': '41', 'Floral': '14'}	{'Masculine': '21', 'Feminine': '52', 'Classic': '17', 'Modern': '24'}	{'Fall': '15', 'Summer': '49', 'Spring': '45'}	{'Daily': '49', 'Sport': '15', 'Leisure': '48', 'Night Out': '13', 'Business': '37', 'Evening': '17'}	Blackcurrant, Pomegranate, Cedarwood, Mandarin orange	Blackcurrant, Pomegranate, Cedarwood, Mandarin orange	Blackcurrant, Pomegranate, Cedarwood, Mandarin orange		https://media.parfumo.com/perfume_social/99/995aa7-parco-palladiano-xiv-melagrana-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/Parco_Palladiano_XIV_Melagrana
P_09096	Sheer Beauty Essence	Calvin Klein	2013.0			{'Synthetic': '13', 'Sweet': '14', 'Powdery': '14', 'Woody': '9', 'Fruity': '20', 'Fresh': '40', 'Floral': '43', 'Aquatic': '8'}	{'Feminine': '42', 'Classic': '19', 'Modern': '23'}	{'Winter': '6', 'Fall': '18', 'Summer': '36', 'Spring': '44'}	{'Daily': '39', 'Leisure': '30', 'Night Out': '10', 'Business': '35', 'Evening': '7'}	Nashi pear blossom, White peach	Lilac, Magnolia, Peony, Turkish rose	Cedar, Musk, Vanilla		https://media.parfumo.com/perfume_social/80/801fbe-sheer-beauty-essence-calvin-klein_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Calvin_Klein/Sheer_Beauty_Essence
P_09098	Jimmy Choo Man Blue	Jimmy Choo	2018.0		Nathalie Lorson	{'Spicy': '6', 'Synthetic': '13', 'Sweet': '10', 'Leathery': '7', 'Woody': '11', 'Fresh': '13', 'Aquatic': '9'}	{'Masculine': '18', 'Classic': '4', 'Modern': '14'}	{'Winter': '6', 'Fall': '13', 'Summer': '12', 'Spring': '17'}	{'Daily': '13', 'Sport': '4', 'Leisure': '13', 'Night Out': '6', 'Business': '9', 'Evening': '6'}	Bergamot, Clary sage, Black pepper	Leather, Ambergris, Cypress	Vanilla, Sandalwood, Vetiver		https://media.parfumo.com/perfume_social/6f/6f19a5_jimmy-choo-man-blue-jimmy-choo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Jimmy_Choo/Jimmy_Choo_Man_Blue
P_09099	Parco Palladiano VII: Lillà	Bottega Veneta	2017.0		Michel Almairac	{'Spicy': '9', 'Sweet': '19', 'Green': '7', 'Fresh': '27', 'Creamy': '13', 'Floral': '40', 'Aquatic': '15'}	{'Masculine': '14', 'Feminine': '39', 'Classic': '16', 'Modern': '20'}	{'Winter': '7', 'Fall': '13', 'Summer': '30', 'Spring': '38'}	{'Daily': '34', 'Leisure': '35', 'Night Out': '18', 'Business': '31', 'Evening': '16'}	Lilac, Sea breeze	Lilac, Sea breeze	Lilac, Sea breeze		https://media.parfumo.com/perfume_social/ba/ba98e0-parco-palladiano-vii-lilla-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/Parco_Palladiano_VII_Lill
P_09100	CK One Summer 2013	Calvin Klein	2013.0		Harry Frémont	{'Citrus': '30', 'Spicy': '8', 'Synthetic': '13', 'Sweet': '9', 'Green': '12', 'Fruity': '20', 'Fresh': '36', 'Aquatic': '26'}	{'Masculine': '34', 'Feminine': '28', 'Classic': '11', 'Modern': '28'}	{'Winter': '3', 'Fall': '5', 'Summer': '37', 'Spring': '29'}	{'Daily': '33', 'Sport': '27', 'Leisure': '34', 'Business': '23', 'Evening': '6'}	Watermelon, Green leaves, Lemon	Water mint, Waterlily, Cucumber, Caraway, Water lily	Moss, Musk, Woody notes		https://media.parfumo.com/perfume_social/36/36aa8c-ck-one-summer-2013-calvin-klein_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Calvin_Klein/CK_One_Summer_2013
P_09101	Pleasures Sandalwood Amber Splash	Estee Lauder	2009.0			{'Spicy': '1', 'Powdery': '2', 'Woody': '2', 'Resinous': '1', 'Fresh': '1', 'Creamy': '2', 'Floral': '1'}	{'Feminine': '1'}	{'Winter': '2', 'Fall': '2', 'Summer': '1', 'Spring': '2'}	{'Daily': '2', 'Sport': '2', 'Leisure': '2', 'Night Out': '1', 'Business': '2', 'Evening': '2'}	Karo Karounde, Sandalwood, Amber, Lemon, Orange, Pepper, Leather	Karo Karounde, Sandalwood, Amber, Lemon, Orange, Pepper, Leather	Karo Karounde, Sandalwood, Amber, Lemon, Orange, Pepper, Leather		https://media.parfumo.com/perfume_social/9e/9eedc4-pleasures-sandalwood-amber-splash-estee-lauder_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Estee_Lauder/Pleasures_Sandalwood_Amber_Splash
P_09102	Parco Palladiano I: Magnolia	Bottega Veneta	2016.0		Michel Almairac	{'Citrus': '12', 'Sweet': '8', 'Powdery': '7', 'Woody': '9', 'Green': '18', 'Fresh': '34', 'Creamy': '8', 'Floral': '35'}	{'Masculine': '11', 'Feminine': '37', 'Classic': '11', 'Modern': '15'}	{'Fall': '14', 'Summer': '32', 'Spring': '33'}	{'Daily': '29', 'Sport': '10', 'Leisure': '32', 'Night Out': '12', 'Business': '32', 'Evening': '13'}	Magnolia, Musk, Amber, Woody notes	Magnolia, Musk, Amber, Woody notes	Magnolia, Musk, Amber, Woody notes		https://media.parfumo.com/perfume_social/28/286cf9-parco-palladiano-i-magnolia-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/Parco_Palladiano_I_Magnolia
P_09103	Jimmy Choo Man Intense	Jimmy Choo	2016.0		Anne Flipo,IFF (International Flavors & Fragrances)	{'Spicy': '5', 'Synthetic': '10', 'Sweet': '8', 'Powdery': '3', 'Woody': '3', 'Fruity': '6', 'Fresh': '9', 'Creamy': '4', 'Floral': '3', 'Aquatic': '3'}	{'Masculine': '18', 'Classic': '3', 'Modern': '8'}	{'Winter': '9', 'Fall': '12', 'Summer': '11', 'Spring': '11'}	{'Daily': '10', 'Sport': '4', 'Leisure': '9', 'Night Out': '8', 'Business': '6', 'Evening': '6'}	Lavender, Honeydew melon, Mandarin orange	Geranium, Black pepper, Davana	Cistus absolute, Patchouli, Tonka bean		https://media.parfumo.com/perfume_social/8a/8aee78-jimmy-choo-man-intense-jimmy-choo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Jimmy_Choo/Jimmy_Choo_Man_Intense
P_09104	Cristalle Eau Verte	Chanel	2023.0	Eau de Parfum	Jacques Polge	{'Citrus': '16', 'Spicy': '3', 'Green': '14', 'Fresh': '15', 'Floral': '12'}	{'Masculine': '6', 'Feminine': '15', 'Classic': '11', 'Modern': '4'}	{'Fall': '3', 'Summer': '16', 'Spring': '15'}	{'Daily': '14', 'Sport': '9', 'Leisure': '16', 'Night Out': '4', 'Business': '16', 'Evening': '3'}	Citrus fruits, Jasmine absolute, Orris absolute, Magnolia	Citrus fruits, Jasmine absolute, Orris absolute, Magnolia	Citrus fruits, Jasmine absolute, Orris absolute, Magnolia		https://media.parfumo.com/perfume_social/6e/6ec5f9-cristalle-eau-verte-eau-de-parfum-chanel_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Chanel/cristalle-eau-verte-eau-de-parfum
P_09105	Beautiful Magnolia Fleur	Estee Lauder	2025.0			{'Sweet': '1', 'Powdery': '1', 'Woody': '1', 'Fruity': '2', 'Creamy': '1', 'Floral': '2'}	{'Feminine': '2', 'Classic': '1'}	{'Winter': '1', 'Fall': '1', 'Summer': '2', 'Spring': '2'}	{'Daily': '2', 'Leisure': '2', 'Business': '2'}	Bergamot, Mandarin orange, Pink pepper, Magnolia	Jasmine, Rose, Gardenia, Orange blossom, Solar note	Cedarwood, Ambertonic®, Benzoin		https://media.parfumo.com/perfume_social/65/653169_beautiful-magnolia-fleur-estee-lauder_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Estee_Lauder/beautiful-magnolia-fleur
P_09106	Parco Palladiano III: Pera	Bottega Veneta	2016.0		Daniela Andrier	{'Citrus': '11', 'Spicy': '29', 'Woody': '18', 'Green': '39', 'Fruity': '19', 'Fresh': '36'}	{'Masculine': '37', 'Feminine': '32', 'Classic': '16', 'Modern': '20'}	{'Winter': '7', 'Fall': '22', 'Summer': '40', 'Spring': '35'}	{'Daily': '33', 'Sport': '11', 'Leisure': '41', 'Night Out': '18', 'Business': '32', 'Evening': '22'}	Grass, Mint, Pear	Grass, Mint, Pear	Grass, Mint, Pear		https://media.parfumo.com/perfume_social/2d/2d8f34-parco-palladiano-iii-pera-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/Parco_Palladiano_III_Pera
P_09107	Jimmy Choo L'Eau	Jimmy Choo	2017.0		Juliette Karagueuzoglou	{'Citrus': '10', 'Synthetic': '14', 'Sweet': '18', 'Fruity': '31', 'Fresh': '25', 'Floral': '33'}	{'Feminine': '39', 'Classic': '3', 'Modern': '27'}	{'Winter': '6', 'Fall': '11', 'Summer': '34', 'Spring': '39'}	{'Daily': '35', 'Sport': '15', 'Leisure': '35', 'Night Out': '7', 'Business': '30'}	Bergamot, Hibiscus	Nectarine, Peony	Musk, Cedarwood		https://media.parfumo.com/perfume_social/29/29ff1a-jimmy-choo-l-eau-jimmy-choo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Jimmy_Choo/Jimmy_Choo_L_Eau
P_09108	Égoïste	Chanel	1992.0	Cologne Concentrée	Jacques Polge,François Demachy	{'Citrus': '4', 'Spicy': '13', 'Sweet': '5', 'Smoky': '2', 'Oriental': '2', 'Leathery': '2', 'Woody': '13', 'Fruity': '2', 'Fresh': '2'}	{'Masculine': '13', 'Classic': '9', 'Modern': '4'}	{'Winter': '12', 'Fall': '11', 'Summer': '2', 'Spring': '8'}	{'Daily': '6', 'Leisure': '10', 'Night Out': '11', 'Business': '7', 'Evening': '10'}	Coriander, Mandarin orange, Rosewood, Mahogany	Cinnamon, Carnation, Rose	Sandalwood, Tobacco, Vanilla, Amber, Leather		https://media.parfumo.com/perfume_social/e6/e6d880-egoiste-cologne-concentree-chanel_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Chanel/Egoiste_Cologne_Concentree
P_09110	Illusione Tonka Solaire	Bottega Veneta	2021.0		Amandine Clerc-Marie	{'Citrus': '10', 'Synthetic': '10', 'Sweet': '18', 'Woody': '19', 'Fruity': '23', 'Fresh': '24', 'Creamy': '9', 'Floral': '27'}	{'Masculine': '4', 'Feminine': '35', 'Classic': '11', 'Modern': '17'}	{'Winter': '7', 'Fall': '18', 'Summer': '31', 'Spring': '29'}	{'Daily': '33', 'Leisure': '31', 'Night Out': '8', 'Business': '30', 'Evening': '6'}	Bergamot, Blackcurrant bud, Pear	Jasmine sambac, Orange blossom, Fig leaf	Olive wood, Tonka bean, Cedarwood		https://media.parfumo.com/perfume_social/bc/bcbc81-illusione-tonka-solaire-bottega-veneta_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bottega_Veneta/illusione-tonka-solaire
