perfume_id	perfume	brand	release_year	concentration	perfumer	accord	audience	season	occasion	top_note	middle_note	base_note	tags	img	link
P_08352	Malaise of the 1970sSex Pistols	Etat Libre D Orange	2010.0		Mathilde Bijaoui	{'Citrus': '6', 'Spicy': '8', 'Synthetic': '9', 'Woody': '8', 'Green': '4', 'Fruity': '4', 'Fresh': '9', 'Floral': '6'}	{'Masculine': '13', 'Feminine': '10', 'Classic': '5', 'Modern': '6'}	{'Winter': '3', 'Fall': '7', 'Summer': '13', 'Spring': '14'}	{'Daily': '9', 'Sport': '6', 'Leisure': '12', 'Night Out': '4', 'Business': '7', 'Evening': '3'}	Aldehydes, Leather, Ambrette, Black pepper, Heliotrope, Lemon, Orcanox, Patchouli, Plum	Aldehydes, Leather, Ambrette, Black pepper, Heliotrope, Lemon, Orcanox, Patchouli, Plum	Aldehydes, Leather, Ambrette, Black pepper, Heliotrope, Lemon, Orcanox, Patchouli, Plum		https://media.parfumo.com/perfume_social/81/81c34f-malaise-of-the-1970s-sex-pistols-etat-libre-d-orange_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Etat_Libre_d_Orange/Malaise_of_the_1970s_Sex_Pistols
P_08353	Blanche	Byredo		Huile Parfum		{'Synthetic': '1', 'Fresh': '1', 'Creamy': '1'}	{'Masculine': '1', 'Feminine': '1', 'Classic': '1', 'Modern': '1'}	{'Winter': '1', 'Fall': '1', 'Summer': '1', 'Spring': '1'}	{'Daily': '1', 'Sport': '1', 'Leisure': '1'}	Aldehydes, Rosa centifolia	Peony, Violet	Musk, Sandalwood		https://media.parfumo.com/perfume_social/a0/a0fc14-blanche-huile-parfum-byredo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Byredo/Blanche_Huile_Parfum
P_08354	Soho	Bond No. 9	2016.0			{'Citrus': '6', 'Spicy': '6', 'Synthetic': '5', 'Sweet': '6', 'Woody': '12', 'Green': '10', 'Fruity': '10', 'Fresh': '10', 'Floral': '14'}	{'Masculine': '14', 'Feminine': '16', 'Classic': '8', 'Modern': '10'}	{'Winter': '3', 'Fall': '13', 'Summer': '15', 'Spring': '15'}	{'Daily': '11', 'Sport': '3', 'Leisure': '15', 'Night Out': '8', 'Business': '15', 'Evening': '6'}	Blackcurrant absolute, Petitgrain, Orange	Jasmine, Orange blossom, Orris root	Cedarwood, Oakmoss, Amber, Musk		https://media.parfumo.com/perfume_social/b0/b03723-soho-bond-no-9_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bond_No_9/Soho
P_08356	Above the Waves	Etat Libre D Orange	2025.0		Mathieu Nardin,Mane	{'Citrus': '10', 'Spicy': '10', 'Woody': '9', 'Green': '5', 'Fresh': '13', 'Floral': '3'}	{'Masculine': '12', 'Feminine': '11', 'Classic': '2', 'Modern': '9'}	{'Winter': '2', 'Fall': '11', 'Summer': '13', 'Spring': '11'}	{'Daily': '12', 'Sport': '6', 'Leisure': '11', 'Night Out': '4', 'Business': '12', 'Evening': '5'}	Bergamot, Cardamom, Frankincense	Ceylon tea, Black tea, Maté	Cedar, Tonka bean, Vetiver		https://media.parfumo.com/perfume_social/ad/adbbdb_above-the-waves-etat-libre-d-orange_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Etat_Libre_d_Orange/above-the-waves
P_08357	Rodeo	Byredo	2016.0			{'Oriental': '1', 'Leathery': '1', 'Green': '1', 'Fougère': '2', 'Earthy': '2', 'Floral': '1', 'Aquatic': '1'}	{'Masculine': '2', 'Feminine': '3'}	{'Winter': '2', 'Fall': '2', 'Summer': '1', 'Spring': '1'}	{'Daily': '1', 'Leisure': '2', 'Night Out': '2', 'Business': '1', 'Evening': '2'}	Black leather, Tobacco	Black tea, Violet	Amber, Haitian vetiver		https://media.parfumo.com/perfume_social/df/df3ee3-rodeo-byredo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Byredo/Rodeo
P_08359	Dubai Ruby	Bond No. 9	2015.0			{'Spicy': '7', 'Oriental': '10', 'Woody': '10', 'Floral': '7', 'Animal': '8'}	{'Masculine': '10', 'Feminine': '8', 'Classic': '4', 'Modern': '3'}	{'Winter': '10', 'Fall': '10', 'Summer': '4', 'Spring': '4'}	{'Daily': '5', 'Leisure': '8', 'Night Out': '8', 'Business': '6', 'Evening': '9'}	Saffron, Davana, Bergamot	Rose, Geranium, Magnolia	Sandalwood, Civet, Amber, Cypriol, Myrrh		https://media.parfumo.com/perfume_social/68/687125-dubai-ruby-bond-no-9_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bond_No_9/Dubai__Ruby
P_08360	Uruk Chronicles	Etat Libre D Orange	2025.0			{'Spicy': '1', 'Sweet': '2', 'Oriental': '1', 'Fruity': '3', 'Floral': '1'}	{'Masculine': '2', 'Feminine': '1', 'Modern': '2'}	{'Winter': '1', 'Fall': '3', 'Summer': '2', 'Spring': '3'}	{'Leisure': '2', 'Night Out': '2', 'Evening': '2'}	Tangerine, Abelia, Strawberry	Iris, Pomarose®, Saffron	Tonka bean, Cypriol, Cedarwood		https://media.parfumo.com/perfume_social/2c/2cd42a-uruk-chronicles-etat-libre-d-orange_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Etat_Libre_d_Orange/uruk-chronicles
P_08361	Westbrook	Byredo	2015.0		Jérôme Epinette	{'Citrus': '2', 'Spicy': '2', 'Sweet': '2', 'Smoky': '2', 'Leathery': '2', 'Woody': '3', 'Green': '2', 'Fruity': '2', 'Fresh': '3', 'Earthy': '2', 'Floral': '2'}	{'Masculine': '4', 'Classic': '2', 'Modern': '2'}	{'Winter': '1', 'Fall': '3', 'Summer': '3', 'Spring': '3'}	{'Daily': '2', 'Leisure': '2', 'Night Out': '3', 'Business': '1', 'Evening': '3'}	Osmanthus, Gin	Black violet, Tobacco	Haitian vetiver, Suede		https://media.parfumo.com/perfume_social/3c/3c5441-westbrook-byredo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Byredo/Westbrook
P_08362	New York Patchouli	Bond No. 9	2013.0			{'Citrus': '3', 'Spicy': '4', 'Synthetic': '9', 'Sweet': '4', 'Woody': '12', 'Fruity': '6', 'Fresh': '9', 'Earthy': '3', 'Floral': '9'}	{'Masculine': '14', 'Feminine': '9', 'Modern': '2'}	{'Winter': '6', 'Fall': '9', 'Summer': '6', 'Spring': '13'}	{'Daily': '11', 'Leisure': '12', 'Night Out': '7', 'Business': '12', 'Evening': '7'}	Cardamom, Ginger, Grapefruit, Nutmeg	Patchouli, Pink orchid, Rose	Amber, Leather, Musk, Oakmoss, Sandalwood		https://media.parfumo.com/perfume_social/5c/5c1ec6-new-york-patchouli-bond-no-9_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bond_No_9/New_York_Patchouli
P_08367	Beekman Place	Bond No. 9	2024.0		Claude Dir,Mane	{'Citrus': '9', 'Woody': '4', 'Green': '11', 'Fruity': '3', 'Fresh': '12', 'Chypre': '6', 'Aquatic': '12'}	{'Masculine': '12', 'Feminine': '2', 'Classic': '3', 'Modern': '9'}	{'Winter': '2', 'Fall': '4', 'Summer': '10', 'Spring': '11'}	{'Daily': '9', 'Sport': '8', 'Leisure': '11', 'Night Out': '2', 'Business': '10', 'Evening': '2'}	Bergamot, Pineapple, Blackcurrant, Lemon, Pear	Aquatic notes, Basil, Driftwood, Geranium	Baltic amber, Musk, Oakmoss, Patchouli, Sandalwood, Tonka bean		https://media.parfumo.com/perfume_social/a9/a99ce2-beekman-place-bond-no-9_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bond_No_9/beekman-place
P_08369	Mojave Ghost	Byredo		Huile Parfum		{'Sweet': '1', 'Fresh': '1', 'Creamy': '1', 'Floral': '1'}	{'Feminine': '1', 'Classic': '1', 'Modern': '1'}	{'Winter': '1', 'Fall': '1', 'Summer': '1', 'Spring': '1'}	{'Daily': '1', 'Sport': '1', 'Leisure': '1', 'Business': '1'}	Sapote, Ambrette	Violet, Sandalwood, Magnolia	Musk, Amber, Cedarwood		https://media.parfumo.com/perfume_social/c8/c826ab-mojave-ghost-huile-parfum-byredo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Byredo/Mojave_Ghost_Huile_Parfum
P_08375	Saks Fifth Avenue for Her	Bond No. 9	2007.0		Michel Almairac	{'Synthetic': '4', 'Sweet': '8', 'Powdery': '2', 'Gourmand': '3', 'Fresh': '3', 'Creamy': '2', 'Floral': '16'}	{'Feminine': '16', 'Classic': '6', 'Modern': '7'}	{'Winter': '11', 'Fall': '11', 'Summer': '6', 'Spring': '10'}	{'Daily': '7', 'Leisure': '9', 'Night Out': '10', 'Business': '4', 'Evening': '10'}	Jasmine, Tuberose	Gardenia	Vanilla, Vetiver		https://media.parfumo.com/perfume_social/d1/d18c17-saks-fifth-avenue-for-her-bond-no-9_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bond_No_9/Saks_Fifth_Avenue_for_Her
P_08379	Park Avenue South	Bond No. 9	2015.0			{'Synthetic': '9', 'Sweet': '14', 'Green': '4', 'Fruity': '18', 'Fresh': '8', 'Floral': '10'}	{'Masculine': '6', 'Feminine': '17', 'Classic': '2', 'Modern': '7'}	{'Winter': '4', 'Fall': '8', 'Summer': '15', 'Spring': '18'}	{'Daily': '14', 'Sport': '4', 'Leisure': '14', 'Night Out': '5', 'Business': '12', 'Evening': '6'}	Apple blossom	Jasmine, Peach	Musk, Amber		https://media.parfumo.com/perfume_social/99/996968-park-avenue-south-bond-no-9_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bond_No_9/Park_Avenue_South
P_08383	Gramercy Park	Bond No. 9	2003.0		Robertet	{'Citrus': '10', 'Synthetic': '4', 'Green': '16', 'Fruity': '9', 'Fresh': '15', 'Floral': '12', 'Aquatic': '4'}	{'Masculine': '13', 'Feminine': '13', 'Classic': '3', 'Modern': '6'}	{'Winter': '5', 'Fall': '8', 'Summer': '16', 'Spring': '18'}	{'Daily': '16', 'Sport': '4', 'Leisure': '15', 'Night Out': '5', 'Business': '14', 'Evening': '3'}	Green notes, Leaves	Cyclamen, Ivy, Lily of the valley	Crystal musk, Woods		https://media.parfumo.com/perfume_social/4e/4e0d4b-gramercy-park-bond-no-9_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bond_No_9/Gramercy_Park
P_08387	Great Jones	Bond No. 9	2003.0		Francis Camail	{'Citrus': '3', 'Spicy': '8', 'Synthetic': '6', 'Woody': '11', 'Green': '9', 'Fresh': '3', 'Fougère': '9'}	{'Masculine': '14', 'Feminine': '6', 'Classic': '7', 'Modern': '3'}	{'Winter': '7', 'Fall': '10', 'Summer': '10', 'Spring': '13'}	{'Daily': '12', 'Leisure': '11', 'Night Out': '5', 'Business': '9', 'Evening': '4'}	Bergamot, Orange	Cardamom, Cedar	Musk, Oakmoss, Vetiver		https://media.parfumo.com/perfume_social/99/99acc7-great-jones-bond-no-9_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bond_No_9/Great_Jones
P_08391	New York Fling	Bond No. 9	2003.0		Laurent Le Guernec	{'Citrus': '7', 'Synthetic': '5', 'Green': '4', 'Fresh': '8', 'Floral': '8'}	{'Masculine': '1', 'Feminine': '10', 'Classic': '3', 'Modern': '6'}	{'Winter': '1', 'Fall': '1', 'Summer': '11', 'Spring': '11'}	{'Daily': '9', 'Leisure': '6', 'Business': '10'}	Bergamot, Cardamom, Clementine	Basil, Freesia, Lily of the valley, Peony	Amber, Cedarwood, Jasmine absolute, Musk, Sandalwood		https://media.parfumo.com/perfume_social/4a/4afdd5-new-york-fling-bond-no-9_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bond_No_9/New_York_Fling
P_08394	My New York	Bond No. 9	2020.0		Michel Almairac	{'Spicy': '5', 'Sweet': '2', 'Woody': '7', 'Resinous': '5', 'Earthy': '4', 'Floral': '6'}	{'Masculine': '9', 'Feminine': '4', 'Classic': '3', 'Modern': '2'}	{'Winter': '5', 'Fall': '9', 'Summer': '2', 'Spring': '5'}	{'Daily': '2', 'Leisure': '5', 'Night Out': '6', 'Business': '3', 'Evening': '6'}	Ginger, Elemi resin, Pink pepper	Rose, Papyrus, Rose absolute	Cashmeran, Patchouli, Sandalwood		https://media.parfumo.com/perfume_social/a6/a6ed00-my-new-york-bond-no-9_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bond_No_9/my-new-york
P_08398	Bond Number One	Bond No. 9	2024.0		Vincent Schaller,DSM-Firmenich	{'Sweet': '7', 'Powdery': '7', 'Gourmand': '6', 'Creamy': '4', 'Floral': '6'}	{'Masculine': '6', 'Feminine': '7', 'Modern': '6'}	{'Winter': '7', 'Fall': '6', 'Summer': '3', 'Spring': '6'}	{'Daily': '6', 'Leisure': '6', 'Night Out': '5', 'Business': '5', 'Evening': '5'}	Italian bergamot, Ylang-ylang	White musk, Brazilian tonka bean, Bulgarian rose, Jasmine	Bourbon vanilla, Cashmere wood, Indonesian patchouli		https://media.parfumo.com/perfume_social/f9/f9c527-bond-number-one-bond-no-9_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bond_No_9/bond-number-one
P_08399	Kenzo Amour	Kenzo	2006.0		Daphné Bugey,Olivier Cresp	{'Sweet': '365', 'Powdery': '327', 'Oriental': '104', 'Woody': '84', 'Gourmand': '204', 'Creamy': '137', 'Floral': '200'}	{'Feminine': '401', 'Classic': '112', 'Modern': '171'}	{'Winter': '344', 'Fall': '357', 'Summer': '113', 'Spring': '262'}	{'Daily': '293', 'Leisure': '289', 'Night Out': '242', 'Business': '221', 'Evening': '270'}	Rice steam, White tea	Heliotrope, Cherry blossom, Frangipani	Vanilla, Thanaka wood, White musk, Frankincense		https://media.parfumo.com/perfume_social/f2/f25c99-kenzo-amour-kenzo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Kenzo/Kenzo_Amour
P_08402	Dubai Amber	Bond No. 9	2016.0			{'Spicy': '4', 'Sweet': '3', 'Powdery': '1', 'Oriental': '4', 'Woody': '4', 'Animal': '3'}	{'Masculine': '4', 'Feminine': '1', 'Classic': '1'}	{'Winter': '4', 'Fall': '4', 'Summer': '2', 'Spring': '2'}	{'Daily': '2', 'Leisure': '4', 'Night Out': '4', 'Business': '1', 'Evening': '4'}	Pink pepper, Raspberry, Saffron, Bergamot	American gaiac wood, Gurjum balsam, Bulgarian rose, Jasmine	Amber, Civet, Vanilla, Cedarwood, Frankincense, Oud		https://media.parfumo.com/perfume_social/df/df63ba-dubai-amber-bond-no-9_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bond_No_9/Dubai__Amber
P_08403	Flower by Kenzo	Kenzo	2000.0	Eau de Parfum	Alberto Morillas	{'Synthetic': '71', 'Sweet': '173', 'Powdery': '264', 'Fresh': '125', 'Creamy': '61', 'Floral': '346'}	{'Feminine': '351', 'Classic': '148', 'Modern': '143'}	{'Winter': '144', 'Fall': '213', 'Summer': '220', 'Spring': '318'}	{'Daily': '303', 'Leisure': '265', 'Night Out': '140', 'Business': '227', 'Evening': '138'}	Violet, Lychee, Ginger, Mandarin orange	Rose, Camellia, Mimosa	White musk, Amber, Frankincense, Vanilla, Patchouli		https://media.parfumo.com/perfume_social/73/73ccac-flower-by-kenzo-eau-de-parfum-kenzo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Kenzo/FlowerbyKenzo
P_08406	H.O.T. Always	Bond No. 9	2003.0		Robertet	{'Spicy': '6', 'Synthetic': '4', 'Smoky': '2', 'Powdery': '2', 'Oriental': '2', 'Leathery': '6', 'Woody': '2', 'Fruity': '2', 'Earthy': '6', 'Floral': '4', 'Animal': '2'}	{'Masculine': '8', 'Feminine': '3', 'Classic': '3', 'Modern': '1'}	{'Winter': '6', 'Fall': '7', 'Summer': '2', 'Spring': '3'}	{'Daily': '4', 'Leisure': '4', 'Night Out': '4', 'Business': '2', 'Evening': '3'}	Bergamot, Cinnamon, Patchouli	Bergamot, Cinnamon, Patchouli	Bergamot, Cinnamon, Patchouli		https://media.parfumo.com/perfume_social/82/8262e4-h-o-t-always-bond-no-9_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bond_No_9/H_O_T__Always
P_08407	Kenzo JungleJungle L'Éléphant	Kenzo	1996.0		Dominique Ropion,Jean-Louis Sieuzac	{'Spicy': '347', 'Sweet': '207', 'Oriental': '296', 'Woody': '135', 'Gourmand': '88', 'Fruity': '72', 'Floral': '77'}	{'Masculine': '111', 'Feminine': '342', 'Classic': '159', 'Modern': '91'}	{'Winter': '320', 'Fall': '295', 'Summer': '73', 'Spring': '107'}	{'Daily': '93', 'Leisure': '192', 'Night Out': '287', 'Business': '58', 'Evening': '315'}	Cardamom, Clove, Patchouli, Vanilla, Heliotrope, Liquorice, Ylang-ylang, Gardenia, Mandarin orange, Mango	Cardamom, Clove, Patchouli, Vanilla, Heliotrope, Liquorice, Ylang-ylang, Gardenia, Mandarin orange, Mango	Cardamom, Clove, Patchouli, Vanilla, Heliotrope, Liquorice, Ylang-ylang, Gardenia, Mandarin orange, Mango		https://media.parfumo.com/perfume_social/f1/f19f11-kenzo-jungle-jungle-l-elephant-kenzo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Kenzo/Kenzo_Jungle_Jungle_L_Elephant
P_08408	Noble Fig	Ferrari	2015.0			{'Citrus': '10', 'Spicy': '19', 'Sweet': '20', 'Woody': '14', 'Green': '32', 'Fruity': '33', 'Fresh': '41', 'Creamy': '14', 'Floral': '11'}	{'Masculine': '49', 'Feminine': '37', 'Classic': '18', 'Modern': '26'}	{'Winter': '10', 'Fall': '26', 'Summer': '49', 'Spring': '48'}	{'Daily': '44', 'Sport': '12', 'Leisure': '47', 'Night Out': '7', 'Business': '33', 'Evening': '15'}	Fig leaf, Pink pepper, Mandarin orange	Clary sage, Iris	Musk, Patchouli		https://media.parfumo.com/perfume_social/ef/ef7185-noble-fig-ferrari_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Ferrari/Noble_Fig
P_08411	Kenzo Homme	Kenzo	2022.0	Eau de Parfum	Quentin Bisch	{'Spicy': '44', 'Synthetic': '37', 'Sweet': '50', 'Leathery': '111', 'Woody': '75', 'Fresh': '108', 'Aquatic': '122'}	{'Masculine': '131', 'Classic': '45', 'Modern': '92'}	{'Winter': '65', 'Fall': '113', 'Summer': '109', 'Spring': '127'}	{'Daily': '121', 'Sport': '42', 'Leisure': '114', 'Night Out': '74', 'Business': '85', 'Evening': '79'}	Marine notes	Leather	Patchouli		https://media.parfumo.com/perfume_social/45/457fe1-kenzo-homme-2022-eau-de-parfum-kenzo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Kenzo/kenzo-homme-2022-eau-de-parfum
P_08412	Essence Oud	Ferrari	2012.0		Nathalie Feisthauer	{'Spicy': '22', 'Sweet': '17', 'Smoky': '27', 'Oriental': '22', 'Leathery': '17', 'Woody': '31', 'Resinous': '23', 'Floral': '22'}	{'Masculine': '38', 'Feminine': '20', 'Classic': '12', 'Modern': '8'}	{'Winter': '36', 'Fall': '36', 'Summer': '5', 'Spring': '15'}	{'Daily': '14', 'Leisure': '18', 'Night Out': '30', 'Business': '10', 'Evening': '36'}	Rose, Saffron, Elemi resin	Oud, Frankincense, Caraway	Labdanum, Oud, Leather, Animalic notes		https://media.parfumo.com/perfume_social/26/26140e-essence-oud-ferrari_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Ferrari/Essence_Oud
P_08414	Dubai Indigo	Bond No. 9	2015.0			{'Citrus': '9', 'Sweet': '5', 'Woody': '6', 'Fruity': '8', 'Fresh': '8', 'Floral': '7'}	{'Masculine': '8', 'Feminine': '10', 'Classic': '5', 'Modern': '6'}	{'Winter': '3', 'Fall': '4', 'Summer': '8', 'Spring': '9'}	{'Daily': '5', 'Sport': '2', 'Leisure': '9', 'Night Out': '8', 'Business': '4', 'Evening': '5'}	Bergamot, Peach, Lychee	Orange blossom, Jasmine, Peony	Oud, Oakmoss, Amber, White musk		https://media.parfumo.com/perfume_social/29/2988df-dubai-indigo-bond-no-9_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bond_No_9/Dubai__Indigo
P_08415	Kenzo Homme	Kenzo	2021.0	Eau de Toilette Intense	Quentin Bisch	{'Spicy': '51', 'Synthetic': '65', 'Woody': '108', 'Green': '35', 'Fruity': '29', 'Fresh': '122', 'Creamy': '30', 'Aquatic': '123'}	{'Masculine': '144', 'Feminine': '17', 'Classic': '43', 'Modern': '88'}	{'Winter': '32', 'Fall': '75', 'Summer': '133', 'Spring': '139'}	{'Daily': '117', 'Sport': '57', 'Leisure': '126', 'Night Out': '42', 'Business': '95', 'Evening': '53'}	Calypsone®, Pink pepper	Fig wood, Haitian vetiver	Akigalawood®, Australian sandalwood		https://media.parfumo.com/perfume_social/b9/b914da-kenzo-homme-eau-de-toilette-intense-kenzo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Kenzo/kenzo-homme-eau-de-toilette-intense
P_08416	Ferrari Uomo	Ferrari	2009.0	Eau de Toilette	Alberto Morillas	{'Citrus': '7', 'Spicy': '21', 'Sweet': '8', 'Leathery': '27', 'Woody': '22', 'Fresh': '9', 'Earthy': '10'}	{'Masculine': '29', 'Classic': '13', 'Modern': '8'}	{'Winter': '17', 'Fall': '25', 'Summer': '9', 'Spring': '19'}	{'Daily': '24', 'Leisure': '25', 'Night Out': '9', 'Business': '21', 'Evening': '18'}	Juniper berry, Bergamot, Lemon	Leather, Virginia cedar, Nutmeg	Patchouli, Labdanum, Tonka bean		https://media.parfumo.com/perfume_social/81/812e49-ferrari-uomo-eau-de-toilette-ferrari_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Ferrari/Ferrari_Uomo_Eau_de_Toilette
P_08418	Dubai Emerald	Bond No. 9	2015.0			{'Spicy': '6', 'Synthetic': '5', 'Oriental': '4', 'Woody': '5', 'Resinous': '4', 'Earthy': '2', 'Floral': '2'}	{'Masculine': '7', 'Feminine': '6', 'Classic': '2', 'Modern': '2'}	{'Winter': '6', 'Fall': '6', 'Summer': '1', 'Spring': '1'}	{'Daily': '1', 'Leisure': '5', 'Night Out': '4', 'Business': '2', 'Evening': '2'}	Saffron, Rose, Hyssop	Balsam, Gurjum balsam, Orris root	Leather, Sandalwood, Amber, Cypriol, Patchouli		https://media.parfumo.com/perfume_social/44/44a53a-dubai-emerald-bond-no-9_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bond_No_9/Dubai__Emerald
P_08419	Kenzo pour Homme	Kenzo	1991.0	Eau de Toilette	Christian Mathieu	{'Citrus': '40', 'Spicy': '75', 'Synthetic': '51', 'Woody': '84', 'Green': '68', 'Fresh': '127', 'Floral': '37', 'Aquatic': '122'}	{'Masculine': '158', 'Feminine': '19', 'Classic': '62', 'Modern': '75'}	{'Winter': '33', 'Fall': '81', 'Summer': '134', 'Spring': '136'}	{'Daily': '117', 'Sport': '61', 'Leisure': '125', 'Night Out': '62', 'Business': '97', 'Evening': '62'}	Green notes, Fruity notes, Lemon, Bergamot, Clary sage	Ozone, Iris, Jasmine, Juniper, Lily of the valley, Peach, Rose	Musk, Moss, Cedar, Sandalwood, Ambergris		https://media.parfumo.com/perfume_social/e1/e17da4-kenzo-pour-homme-eau-de-toilette-kenzo_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Kenzo/Kenzo_pour_Homme_Eau_de_Toilette
P_08421	Radiant Bergamot	Ferrari	2016.0			{'Citrus': '26', 'Spicy': '13', 'Synthetic': '10', 'Woody': '14', 'Green': '19', 'Fresh': '28'}	{'Masculine': '29', 'Feminine': '16', 'Classic': '16', 'Modern': '13'}	{'Winter': '3', 'Fall': '12', 'Summer': '27', 'Spring': '25'}	{'Daily': '25', 'Sport': '14', 'Leisure': '27', 'Night Out': '5', 'Business': '22', 'Evening': '7'}	Calabrian bergamot, Italian lemon, Ginger	Geranium, Nutmeg, Rosemary	Amber, Oakmoss, Patchouli		https://media.parfumo.com/perfume_social/13/136934-radiant-bergamot-ferrari_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Ferrari/Radiant_Bergamot
P_08422	Harrods for Him	Bond No. 9	2009.0		Laurent Le Guernec	{'Citrus': '3', 'Spicy': '10', 'Synthetic': '4', 'Woody': '7', 'Green': '6', 'Fruity': '8', 'Fresh': '10', 'Floral': '5'}	{'Masculine': '10', 'Classic': '3', 'Modern': '2'}	{'Winter': '5', 'Fall': '8', 'Summer': '6', 'Spring': '9'}	{'Daily': '7', 'Sport': '2', 'Leisure': '10', 'Night Out': '5', 'Business': '4', 'Evening': '6'}	Rhubarb leaf, Star anise, Chamomile	Violet leaf, Pimento, Provençal lavender	Birch wood, Musk, Sandalwood		https://media.parfumo.com/perfume_social/78/783419-harrods-for-him-bond-no-9_1200.jpg?format=jpg&quality=90	https://www.parfumo.com/Perfumes/Bond_No_9/Harrods_for_Him
